$$Component_Title,$$Component_Description,$$Component_Type,$$Rule_Id,$$Rule_Description,$Parameter_Id,$Parameter_Description,$Parameter_Value_Alternatives,$Parameter_Value_Default,$$Profile_Source,$$Profile_Description,$$Control_Id_List,Check_Id,Check_Description,$$Namespace
OCP4,OCP4,service,general_default_namespace_use,The Default Namespace should not be used (info),,,,,profiles/OCP4_CIS/profile.json,OCP4 CIS Profile,CIS-5.6.4,,,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_kube_apiserver,Ensure that the API server pod specification file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.1,file_permissions_kube_apiserver,Check that the API server pod specification file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_kube_apiserver,Ensure that the API server pod specification file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.2,file_owner_kube_apiserver,Check that the API server pod specification file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_kube_apiserver,Ensure that the API server pod specification file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.2,file_groupowner_kube_apiserver,Check that the API server pod specification file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_kube_controller_manager,Ensure that the controller manager pod specification file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.3,file_permissions_kube_controller_manager,Check that the controller manager pod specification file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_kube_controller_manager,Ensure that the controller manager pod specification file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.4,file_owner_kube_controller_manager,Check that the controller manager pod specification file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_kube_controller_manager,Ensure that the controller manager pod specification file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.4,file_groupowner_kube_controller_manager,Check that the controller manager pod specification file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_scheduler,Ensure that the scheduler pod specification file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.5,file_permissions_scheduler,Check that the scheduler pod specification file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_kube_scheduler,Ensure that the scheduler pod specification file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.6,file_owner_kube_scheduler,Check that the scheduler pod specification file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_kube_scheduler,Ensure that the scheduler pod specification file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.6,file_groupowner_kube_scheduler,Check that the scheduler pod specification file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_etcd_member,Ensure that the etcd pod specification file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.7,file_permissions_etcd_member,Check that the etcd pod specification file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_etcd_member,Ensure that the etcd pod specification file ownership is set to root:root (Automated),,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.8,file_owner_etcd_member,Check that the etcd pod specification file ownership is set to root:root (Automated),http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_etcd_member,Ensure that the etcd pod specification file ownership is set to root:root (Automated),,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.8,file_groupowner_etcd_member,Check that the etcd pod specification file ownership is set to root:root (Automated),http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_cni_conf,Ensure that the Container Network Interface file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.9,file_permissions_cni_conf,Check that the Container Network Interface file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_multus_conf,Ensure that the Container Network Interface file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.9,file_permissions_multus_conf,Check that the Container Network Interface file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_ip_allocations,Ensure that the Container Network Interface file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.9,file_permissions_ip_allocations,Check that the Container Network Interface file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_perms_openshift_sdn_cniserver_config,Ensure that the Container Network Interface file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.9,file_perms_openshift_sdn_cniserver_config,Check that the Container Network Interface file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_ovs_pid,Ensure that the Container Network Interface file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.9,file_permissions_ovs_pid,Check that the Container Network Interface file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_ovs_conf_db,Ensure that the Container Network Interface file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.9,file_permissions_ovs_conf_db,Check that the Container Network Interface file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_ovs_sys_id_conf,Ensure that the Container Network Interface file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.9,file_permissions_ovs_sys_id_conf,Check that the Container Network Interface file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_ovs_conf_db_lock,Ensure that the Container Network Interface file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.9,file_permissions_ovs_conf_db_lock,Check that the Container Network Interface file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_ovs_vswitchd_pid,Ensure that the Container Network Interface file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.9,file_permissions_ovs_vswitchd_pid,Check that the Container Network Interface file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_ovsdb_server_pid,Ensure that the Container Network Interface file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.9,file_permissions_ovsdb_server_pid,Check that the Container Network Interface file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_cni_conf,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_owner_cni_conf,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_cni_conf,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_groupowner_cni_conf,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_multus_conf,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_owner_multus_conf,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_multus_conf,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_groupowner_multus_conf,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_ip_allocations,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_owner_ip_allocations,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_ip_allocations,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_groupowner_ip_allocations,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_openshift_sdn_cniserver_config,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_owner_openshift_sdn_cniserver_config,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_openshift_sdn_cniserver_config,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_groupowner_openshift_sdn_cniserver_config,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_ovs_pid,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_owner_ovs_pid,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_ovs_pid,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_groupowner_ovs_pid,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_ovs_conf_db,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_owner_ovs_conf_db,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_ovs_conf_db,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_groupowner_ovs_conf_db,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_ovs_sys_id_conf,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_owner_ovs_sys_id_conf,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_ovs_sys_id_conf,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_groupowner_ovs_sys_id_conf,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_ovs_conf_db_lock,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_owner_ovs_conf_db_lock,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_ovs_conf_db_lock,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_groupowner_ovs_conf_db_lock,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_ovs_vswitchd_pid,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_owner_ovs_vswitchd_pid,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_ovs_vswitchd_pid,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_groupowner_ovs_vswitchd_pid,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_ovsdb_server_pid,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_owner_ovsdb_server_pid,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_ovsdb_server_pid,Ensure that the Container Network Interface file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.10,file_groupowner_ovsdb_server_pid,Check that the Container Network Interface file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_etcd_data_dir,Ensure that the etcd data directory permissions are set to 700 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.11,file_permissions_etcd_data_dir,Check that the etcd data directory permissions are set to 700 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_etcd_data_files,Ensure that the etcd data directory permissions are set to 700 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.11,file_permissions_etcd_data_files,Check that the etcd data directory permissions are set to 700 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_etcd_data_dir,Ensure that the etcd data directory ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.12,file_owner_etcd_data_dir,Check that the etcd data directory ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_etcd_data_dir,Ensure that the etcd data directory ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.12,file_groupowner_etcd_data_dir,Check that the etcd data directory ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_etcd_data_files,Ensure that the etcd data directory ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.12,file_owner_etcd_data_files,Check that the etcd data directory ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_etcd_data_files,Ensure that the etcd data directory ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.12,file_groupowner_etcd_data_files,Check that the etcd data directory ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_master_admin_kubeconfigs,Ensure that the admin.conf file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.13,file_permissions_master_admin_kubeconfigs,Check that the admin.conf file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_master_admin_kubeconfigs,Ensure that the admin.conf file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.14,file_owner_master_admin_kubeconfigs,Check that the admin.conf file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_master_admin_kubeconfigs,Ensure that the admin.conf file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.14,file_groupowner_master_admin_kubeconfigs,Check that the admin.conf file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_scheduler_kubeconfig,Ensure that the scheduler.conf file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.15,file_permissions_scheduler_kubeconfig,Check that the scheduler.conf file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_scheduler_kubeconfig,Ensure that the scheduler.conf file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.16,file_owner_scheduler_kubeconfig,Check that the scheduler.conf file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_scheduler_kubeconfig,Ensure that the scheduler.conf file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.16,file_groupowner_scheduler_kubeconfig,Check that the scheduler.conf file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_controller_manager_kubeconfig,Ensure that the controller-manager.conf file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.17,file_permissions_controller_manager_kubeconfig,Check that the controller-manager.conf file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_controller_manager_kubeconfig,Ensure that the controller-manager.conf file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.18,file_owner_controller_manager_kubeconfig,Check that the controller-manager.conf file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_controller_manager_kubeconfig,Ensure that the controller-manager.conf file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.18,file_groupowner_controller_manager_kubeconfig,Check that the controller-manager.conf file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_openshift_pki_key_files,Ensure that the OpenShift PKI directory and file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.19,file_owner_openshift_pki_key_files,Check that the OpenShift PKI directory and file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_openshift_pki_key_files,Ensure that the OpenShift PKI directory and file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.19,file_groupowner_openshift_pki_key_files,Check that the OpenShift PKI directory and file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_openshift_pki_cert_files,Ensure that the OpenShift PKI directory and file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.19,file_owner_openshift_pki_cert_files,Check that the OpenShift PKI directory and file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_openshift_pki_cert_files,Ensure that the OpenShift PKI directory and file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.19,file_groupowner_openshift_pki_cert_files,Check that the OpenShift PKI directory and file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_etcd_pki_cert_files,Ensure that the OpenShift PKI directory and file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.19,file_owner_etcd_pki_cert_files,Check that the OpenShift PKI directory and file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_etcd_pki_cert_files,Ensure that the OpenShift PKI directory and file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.19,file_groupowner_etcd_pki_cert_files,Check that the OpenShift PKI directory and file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_openshift_pki_cert_files,Ensure that the OpenShift PKI certificate file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.20,file_permissions_openshift_pki_cert_files,Check that the OpenShift PKI certificate file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_etcd_pki_cert_files,Ensure that the OpenShift PKI certificate file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.20,file_permissions_etcd_pki_cert_files,Check that the OpenShift PKI certificate file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_openshift_pki_key_files,Ensure that the OpenShift PKI key file permissions are set to 600,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-1.1.21,file_permissions_openshift_pki_key_files,Check that the OpenShift PKI key file permissions are set to 600,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,etcd_unique_ca,Ensure that a unique Certificate Authority is used for etcd,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-2.7,etcd_unique_ca,Check that a unique Certificate Authority is used for etcd,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_worker_service,Ensure that the kubelet service file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-4.1.1,file_permissions_worker_service,Check that the kubelet service file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_worker_service,Ensure that the kubelet service file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-4.1.2,file_owner_worker_service,Check that the kubelet service file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_worker_service,Ensure that the kubelet service file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-4.1.2,file_groupowner_worker_service,Check that the kubelet service file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_kubelet_conf,Ensure that the --kubeconfig kubelet.conf file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-4.1.5,file_permissions_kubelet_conf,Check that the --kubeconfig kubelet.conf file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_kubelet_conf,Ensure that the --kubeconfig kubelet.conf file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-4.1.6,file_groupowner_kubelet_conf,Check that the --kubeconfig kubelet.conf file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_kubelet,Ensure that the --kubeconfig kubelet.conf file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-4.1.6,file_groupowner_kubelet,Check that the --kubeconfig kubelet.conf file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_kubelet_conf,Ensure that the --kubeconfig kubelet.conf file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-4.1.6,file_owner_kubelet_conf,Check that the --kubeconfig kubelet.conf file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_kubelet,Ensure that the --kubeconfig kubelet.conf file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-4.1.6,file_owner_kubelet,Check that the --kubeconfig kubelet.conf file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_worker_ca,Ensure that the certificate authorities file permissions are set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-4.1.7,file_permissions_worker_ca,Check that the certificate authorities file permissions are set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_owner_worker_ca,Ensure that the client certificate authorities file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-4.1.8,file_owner_worker_ca,Check that the client certificate authorities file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_groupowner_worker_ca,Ensure that the client certificate authorities file ownership is set to root:root,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-4.1.8,file_groupowner_worker_ca,Check that the client certificate authorities file ownership is set to root:root,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
OSCO,OSCO,validation,file_permissions_worker_kubeconfig,Ensure that the kubelet --config configuration file has permissions set to 644 or more restrictive,,,,,profiles/OCP4_CIS_NODE/profile.json,OCP4 CIS Node Profile,CIS-4.1.9,file_permissions_worker_kubeconfig,Check that the kubelet --config configuration file has permissions set to 644 or more restrictive,http://ibm.github.io/compliance-trestle/schemas/oscal/cd
